root,MR_number,slice_number,localImPath,localMaskPath
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,13,IMG-0061-00020,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\DICOM_anon\IMG-0061-00020.dcm,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\Ground\IMG-0061-00020.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,13,IMG-0061-00021,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\DICOM_anon\IMG-0061-00021.dcm,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\Ground\IMG-0061-00021.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,13,IMG-0061-00022,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\DICOM_anon\IMG-0061-00022.dcm,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\Ground\IMG-0061-00022.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,13,IMG-0061-00023,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\DICOM_anon\IMG-0061-00023.dcm,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\Ground\IMG-0061-00023.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,13,IMG-0061-00024,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\DICOM_anon\IMG-0061-00024.dcm,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\Ground\IMG-0061-00024.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,13,IMG-0061-00025,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\DICOM_anon\IMG-0061-00025.dcm,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\Ground\IMG-0061-00025.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,13,IMG-0061-00026,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\DICOM_anon\IMG-0061-00026.dcm,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\Ground\IMG-0061-00026.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,13,IMG-0061-00027,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\DICOM_anon\IMG-0061-00027.dcm,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\Ground\IMG-0061-00027.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,13,IMG-0061-00028,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\DICOM_anon\IMG-0061-00028.dcm,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\Ground\IMG-0061-00028.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,13,IMG-0061-00029,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\DICOM_anon\IMG-0061-00029.dcm,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\Ground\IMG-0061-00029.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,13,IMG-0061-00030,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\DICOM_anon\IMG-0061-00030.dcm,CHAOS_Train_Sets\Train_Sets\MR\13\T2SPIR\Ground\IMG-0061-00030.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00001,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00001.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00001.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00002,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00002.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00002.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00003,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00003.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00003.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00004,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00004.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00004.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00005,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00005.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00005.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00006,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00006.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00006.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00007,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00007.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00007.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00008,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00008.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00008.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00009,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00009.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00009.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00010,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00010.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00010.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00011,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00011.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00011.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00012,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00012.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00012.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00013,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00013.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00013.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00014,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00014.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00014.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00015,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00015.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00015.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00016,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00016.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00016.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00017,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00017.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00017.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00018,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00018.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00018.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00019,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00019.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00019.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00020,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00020.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00020.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00021,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00021.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00021.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00022,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00022.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00022.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00023,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00023.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00023.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00024,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00024.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00024.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00025,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00025.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00025.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,15,IMG-0073-00026,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\DICOM_anon\IMG-0073-00026.dcm,CHAOS_Train_Sets\Train_Sets\MR\15\T2SPIR\Ground\IMG-0073-00026.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00001,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00001.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00001.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00002,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00002.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00002.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00003,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00003.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00003.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00004,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00004.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00004.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00005,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00005.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00005.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00006,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00006.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00006.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00007,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00007.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00007.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00008,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00008.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00008.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00009,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00009.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00009.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00010,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00010.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00010.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00011,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00011.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00011.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00012,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00012.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00012.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00013,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00013.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00013.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00014,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00014.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00014.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00015,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00015.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00015.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00016,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00016.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00016.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00017,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00017.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00017.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00018,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00018.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00018.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00019,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00019.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00019.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00020,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00020.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00020.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00021,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00021.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00021.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00022,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00022.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00022.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00023,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00023.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00023.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00024,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00024.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00024.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00025,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00025.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00025.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00026,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00026.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00026.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00027,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00027.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00027.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00028,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00028.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00028.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00029,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00029.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00029.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,19,IMG-0024-00030,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\DICOM_anon\IMG-0024-00030.dcm,CHAOS_Train_Sets\Train_Sets\MR\19\T2SPIR\Ground\IMG-0024-00030.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00001,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00001.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00001.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00002,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00002.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00002.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00003,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00003.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00003.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00004,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00004.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00004.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00005,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00005.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00005.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00006,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00006.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00006.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00007,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00007.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00007.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00008,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00008.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00008.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00009,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00009.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00009.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00010,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00010.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00010.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00011,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00011.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00011.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00012,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00012.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00012.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00013,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00013.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00013.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00014,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00014.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00014.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00015,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00015.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00015.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00016,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00016.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00016.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00017,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00017.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00017.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00018,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00018.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00018.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00019,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00019.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00019.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00020,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00020.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00020.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00021,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00021.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00021.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00022,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00022.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00022.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00023,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00023.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00023.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,2,IMG-0007-00024,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\DICOM_anon\IMG-0007-00024.dcm,CHAOS_Train_Sets\Train_Sets\MR\2\T2SPIR\Ground\IMG-0007-00024.png
